timestamp,level,msg
2025-04-25T01:08:09Z,DEBUG,"Error al cargar datos del usuario"
2025-04-25T01:08:09Z,ERROR,"Token JWT expirado"
2025-04-25T01:08:09Z,INFO,"Token JWT expirado"
2025-04-25T01:08:09Z,ERROR,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T01:08:10Z,DEBUG,Fallo en la autenticaci\xF3n\r
2025-04-25T01:08:10Z,DEBUG,Conexi\xF3n con base de datos exitosa\r
2025-04-25T01:08:10Z,DEBUG,Fallo en la autenticaci\xF3n\r
2025-04-25T01:08:10Z,DEBUG,Conexi\xF3n con base de datos exitosa\r
2025-04-25T01:08:12Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T01:08:12Z,WARN,"Token JWT expirado"
2025-04-25T01:08:12Z,DEBUG,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T01:08:12Z,INFO,Fallo en la autenticaci\xF3n\r
2025-04-25T01:08:12Z,INFO,Carga de m\xF3dulo completada\r
2025-04-25T01:08:12Z,ERROR,"Error al cargar datos del usuario"
2025-04-25T01:08:12Z,INFO,Fallo en la autenticaci\xF3n\r
2025-04-25T01:08:12Z,WARN,"Token JWT expirado"
2025-04-25T01:08:12Z,DEBUG,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T01:08:12Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T01:08:12Z,ERROR,"Error al cargar datos del usuario"
2025-04-25T01:08:12Z,INFO,Carga de m\xF3dulo completada\r
2025-04-25T01:08:13Z,DEBUG,"Error al cargar datos del usuario"
2025-04-25T01:08:13Z,INFO,"Token JWT expirado"
2025-04-25T01:08:13Z,INFO,"Token JWT expirado"
2025-04-25T01:08:13Z,DEBUG,"Error al cargar datos del usuario"
2025-04-25T01:08:14Z,INFO,Fallo en la autenticaci\xF3n\r
2025-04-25T01:08:14Z,WARN,"Token JWT expirado"
2025-04-25T01:08:14Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T01:08:14Z,DEBUG,"Intento de acceso no autorizado"
2025-04-25T01:08:14Z,INFO,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T01:08:14Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T01:08:14Z,DEBUG,"Intento de acceso no autorizado"
2025-04-25T01:08:14Z,WARN,"Token JWT expirado"
2025-04-25T01:08:14Z,INFO,Fallo en la autenticaci\xF3n\r
2025-04-25T01:08:14Z,INFO,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T01:08:15Z,INFO,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T01:08:15Z,INFO,Conexi\xF3n con base de datos exitosa\r
2025-04-25T01:08:15Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T01:08:15Z,INFO,Conexi\xF3n con base de datos exitosa\r
2025-04-25T01:08:15Z,INFO,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T01:08:15Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T01:08:16Z,ERROR,Conexi\xF3n con base de datos exitosa\r
2025-04-25T01:08:16Z,INFO,"Archivo no encontrado"
2025-04-25T01:08:16Z,ERROR,Carga de m\xF3dulo completada\r
2025-04-25T01:08:16Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T01:08:16Z,ERROR,"Intento de acceso no autorizado"
2025-04-25T01:08:16Z,ERROR,"Intento de acceso no autorizado"
2025-04-25T01:08:16Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T01:08:16Z,ERROR,Carga de m\xF3dulo completada\r
2025-04-25T01:08:16Z,ERROR,Conexi\xF3n con base de datos exitosa\r
2025-04-25T01:08:16Z,INFO,"Archivo no encontrado"
2025-04-25T01:08:17Z,DEBUG,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T01:08:17Z,DEBUG,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T01:08:18Z,DEBUG,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T01:08:18Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T01:08:18Z,WARN,"Error al cargar datos del usuario"
2025-04-25T01:08:18Z,DEBUG,"Archivo no encontrado"
