timestamp,level,msg
2025-04-25T06:16:06Z,INFO,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T06:16:06Z,INFO,"Token JWT expirado"
2025-04-25T06:16:06Z,INFO,"Token JWT expirado"
2025-04-25T06:16:06Z,INFO,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T06:16:09Z,ERROR,"Archivo no encontrado"
2025-04-25T06:16:09Z,DEBUG,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T06:16:09Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T06:16:09Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T06:16:09Z,DEBUG,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T06:16:09Z,ERROR,"Archivo no encontrado"
2025-04-25T06:16:12Z,ERROR,"Intento de acceso no autorizado"
2025-04-25T06:16:12Z,ERROR,"Error al cargar datos del usuario"
2025-04-25T06:16:12Z,DEBUG,"Archivo no encontrado"
2025-04-25T06:16:12Z,DEBUG,"Archivo no encontrado"
2025-04-25T06:16:12Z,ERROR,"Error al cargar datos del usuario"
2025-04-25T06:16:12Z,ERROR,"Intento de acceso no autorizado"
2025-04-25T06:16:15Z,DEBUG,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T06:16:15Z,ERROR,Fallo en la autenticaci\xF3n\r
2025-04-25T06:16:15Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T06:16:15Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T06:16:15Z,ERROR,Fallo en la autenticaci\xF3n\r
2025-04-25T06:16:15Z,DEBUG,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T06:16:18Z,DEBUG,"Token JWT expirado"
2025-04-25T06:16:18Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T06:16:18Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T06:16:18Z,DEBUG,"Token JWT expirado"
2025-04-25T06:16:21Z,ERROR,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T06:16:21Z,ERROR,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T06:16:24Z,INFO,Conexi\xF3n con base de datos exitosa\r
2025-04-25T06:16:24Z,DEBUG,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T06:16:24Z,DEBUG,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T06:16:24Z,INFO,Conexi\xF3n con base de datos exitosa\r
