timestamp,level,msg
2025-04-25T00:00:00Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:00Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:00:00Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:00:00Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:02Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:02Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:02Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:02Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:04Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:04Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:00:04Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:04Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:00:06Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:06Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:00:06Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:06Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:00:06Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:06Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:08Z,WARN,"Archivo no encontrado"
2025-04-25T00:00:08Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:00:08Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:00:08Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:08Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:08Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:00:08Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:00:08Z,WARN,"Archivo no encontrado"
2025-04-25T00:00:11Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:00:11Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:11Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:00:11Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:12Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:00:12Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:00:14Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:14Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:17Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:00:17Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:00:19Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:00:19Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:00:20Z,WARN,"Token JWT expirado"
2025-04-25T00:00:20Z,WARN,"Token JWT expirado"
2025-04-25T00:00:22Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:22Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:24Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:00:24Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:00:26Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:26Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:26Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:26Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:28Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:00:28Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:28Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:28Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:28Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:28Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:00:29Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:00:29Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:00:30Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:00:30Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:30Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:00:30Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:31Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:31Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:32Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:00:32Z,WARN,"Token JWT expirado"
2025-04-25T00:00:32Z,WARN,"Token JWT expirado"
2025-04-25T00:00:32Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:00:33Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:00:33Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:33Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:00:33Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:00:33Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:00:33Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:34Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:34Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:35Z,WARN,"Archivo no encontrado"
2025-04-25T00:00:35Z,WARN,"Archivo no encontrado"
2025-04-25T00:00:36Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:00:36Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:00:36Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:00:36Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:00:36Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:36Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:00:36Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:36Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:00:36Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:00:36Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:00:37Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:00:37Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:00:38Z,WARN,"Archivo no encontrado"
2025-04-25T00:00:38Z,WARN,"Archivo no encontrado"
2025-04-25T00:00:40Z,WARN,"Token JWT expirado"
2025-04-25T00:00:40Z,WARN,"Token JWT expirado"
2025-04-25T00:00:41Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:41Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:42Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:42Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:00:42Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:00:42Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:45Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:45Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:46Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:46Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:48Z,WARN,"Token JWT expirado"
2025-04-25T00:00:48Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:48Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:00:48Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:48Z,WARN,"Token JWT expirado"
2025-04-25T00:00:48Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:00:49Z,WARN,"Archivo no encontrado"
2025-04-25T00:00:49Z,WARN,"Archivo no encontrado"
2025-04-25T00:00:49Z,WARN,"Archivo no encontrado"
2025-04-25T00:00:49Z,WARN,"Archivo no encontrado"
2025-04-25T00:00:52Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:00:52Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:00:52Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:00:52Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:00:52Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:00:52Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:00:53Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:00:53Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:00:54Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:54Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:00:56Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:00:56Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:56Z,WARN,"Token JWT expirado"
2025-04-25T00:00:56Z,WARN,"Token JWT expirado"
2025-04-25T00:00:56Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:00:56Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:00:57Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:00:57Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:00:58Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:58Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:58Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:58Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:00:59Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:00:59Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:01:00Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:01:00Z,WARN,"Token JWT expirado"
2025-04-25T00:01:00Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:01:00Z,WARN,"Token JWT expirado"
2025-04-25T00:01:00Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:01:00Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:01:02Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:01:02Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:01:02Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:01:02Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:01:03Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:01:03Z,WARN,"Archivo no encontrado"
2025-04-25T00:01:03Z,WARN,"Archivo no encontrado"
2025-04-25T00:01:03Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:01:04Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:01:04Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:04Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:04Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:01:06Z,WARN,"Archivo no encontrado"
2025-04-25T00:01:06Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:01:06Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:01:06Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:01:06Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:01:06Z,WARN,"Archivo no encontrado"
2025-04-25T00:01:07Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:07Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:08Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:01:08Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:01:09Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:01:09Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:01:10Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:01:10Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:01:11Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:01:11Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:01:12Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:01:12Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:01:13Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:01:13Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:13Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:13Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:01:14Z,WARN,"Token JWT expirado"
2025-04-25T00:01:14Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:01:14Z,WARN,"Token JWT expirado"
2025-04-25T00:01:14Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:01:15Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:01:15Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:01:18Z,WARN,"Archivo no encontrado"
2025-04-25T00:01:18Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:01:18Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:01:18Z,WARN,"Archivo no encontrado"
2025-04-25T00:01:20Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:20Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:21Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:01:21Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:01:21Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:01:21Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:01:23Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:01:23Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:01:25Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:01:25Z,WARN,"Archivo no encontrado"
2025-04-25T00:01:25Z,WARN,"Archivo no encontrado"
2025-04-25T00:01:25Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:01:26Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:01:26Z,WARN,Carga de m\xF3dulo completada\r
2025-04-25T00:01:27Z,WARN,"Token JWT expirado"
2025-04-25T00:01:27Z,WARN,"Token JWT expirado"
2025-04-25T00:01:29Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:01:29Z,WARN,"Error al cargar datos del usuario"
2025-04-25T00:01:30Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:30Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:32Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:01:32Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:01:33Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:01:33Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:01:36Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:36Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:37Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:01:37Z,WARN,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T00:01:38Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:01:38Z,WARN,Conexi\xF3n con base de datos exitosa\r
2025-04-25T00:01:40Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:40Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:01:40Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:40Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:40Z,WARN,"Intento de acceso no autorizado"
2025-04-25T00:01:40Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:41Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:01:41Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:01:41Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:01:41Z,WARN,Fallo en la autenticaci\xF3n\r
2025-04-25T00:01:42Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:42Z,WARN,"Archivo no encontrado"
2025-04-25T00:01:42Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:01:42Z,WARN,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T00:01:42Z,WARN,"Archivo no encontrado"
2025-04-25T00:01:42Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T00:01:43Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
