timestamp,level,msg
2025-04-25T02:15:55Z,INFO,"Error al cargar datos del usuario"
2025-04-25T02:15:55Z,DEBUG,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T02:15:55Z,INFO,Conexi\xF3n con base de datos exitosa\r
2025-04-25T02:15:55Z,INFO,Conexi\xF3n con base de datos exitosa\r
2025-04-25T02:15:55Z,DEBUG,Se actualiz\xF3 la configuraci\xF3n\r
2025-04-25T02:15:55Z,INFO,"Error al cargar datos del usuario"
2025-04-25T02:15:56Z,INFO,Conexi\xF3n con base de datos exitosa\r
2025-04-25T02:15:56Z,ERROR,Conexi\xF3n con base de datos exitosa\r
2025-04-25T02:15:56Z,DEBUG,Fallo en la autenticaci\xF3n\r
2025-04-25T02:15:56Z,ERROR,Conexi\xF3n con base de datos exitosa\r
2025-04-25T02:15:56Z,INFO,Conexi\xF3n con base de datos exitosa\r
2025-04-25T02:15:56Z,DEBUG,Fallo en la autenticaci\xF3n\r
2025-04-25T02:15:57Z,DEBUG,"Error al cargar datos del usuario"
2025-04-25T02:15:57Z,ERROR,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T02:15:57Z,DEBUG,"Archivo no encontrado"
2025-04-25T02:15:57Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T02:15:57Z,DEBUG,"Archivo no encontrado"
2025-04-25T02:15:57Z,DEBUG,"Error al cargar datos del usuario"
2025-04-25T02:15:57Z,WARN,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T02:15:57Z,ERROR,Usuario inici\xF3 sesi\xF3n\r
2025-04-25T02:15:58Z,ERROR,Carga de m\xF3dulo completada\r
2025-04-25T02:15:58Z,DEBUG,Par\xE1metros inv\xE1lidos en la solicitud\r
2025-04-25T02:15:58Z,ERROR,Conexi\xF3n con base de datos exitosa\r
2025-04-25T02:15:58Z,WARN,Usuario inici\xF3 sesi\xF3n\r
